track_name,artist,genre,release_year,danceability,energy,valence,acousticness,instrumentalness,speechiness,tempo,loudness,duration_ms,popularity
Midnight,Kanye West,hip-hop,2004,0.6462,0.8567,0.3756,0.2736,0.036,0.2414,150.7,-0.4,202114,46
Free,Daddy Yankee,latin,2004,0.6834,0.583,0.6128,0.2238,0.074,0.1108,119.2,-5.2,193918,57
Home Low Rise,Khalid,r&b,1994,0.8064,0.7161,0.279,0.2778,0.0,0.03,96.8,-6.1,233351,60
Glow Neon Rain,Robert Glasper,jazz,2018,0.2689,0.5659,0.3963,0.3176,0.1389,0.0602,116.9,-8.1,259384,31
Break,Maluma,latin,2008,0.6724,0.8708,0.7732,0.2724,0.0522,0.1096,127.0,-1.4,203946,72
Sunset,Frank Ocean,r&b,1999,0.7306,0.6336,0.1905,0.3582,0.0094,0.1972,127.3,-5.9,120000,53
High,Billie Eilish,pop,2001,0.6732,0.629,0.5196,0.4277,0.0238,0.0838,102.7,-3.3,248113,53
Rise Sunset,Post Malone,hip-hop,1993,0.7133,0.6987,0.4892,0.1181,0.007,0.0764,118.6,-4.4,183810,48
Midnight Shadow,The Killers,rock,2020,0.4726,0.736,0.3858,0.0978,0.0196,0.0,131.0,-3.7,277427,67
Crystal,Red Hot Chili Peppers,rock,2007,0.4103,0.5645,0.5643,0.0,0.0,0.0676,139.4,-6.3,203963,39
Silver Fire Dreams,Hilary Hahn,classical,2005,0.4322,0.1905,0.4061,0.9793,1.0,0.0391,69.9,-15.1,236597,23
Blue,Kanye West,hip-hop,2014,0.7732,0.6995,0.6621,0.1212,0.0208,0.0638,79.6,-4.9,199668,48
Silver Crystal,The Strokes,indie,2012,0.5008,0.5988,0.7479,0.0942,0.237,0.0654,115.3,-11.3,199905,47
Glow Heart Neon,Frank Ocean,r&b,2001,0.6011,0.4754,0.5718,0.3368,0.0175,0.0935,174.9,-2.8,247958,33
Waves Break,Chris Stapleton,country,2023,0.5063,0.4227,0.1852,0.2662,0.0,0.006,129.8,-6.5,210963,62
Stars Stay,Deadmau5,electronic,1992,0.8036,0.5755,0.0965,0.0,0.0,0.0559,131.4,-7.6,199963,51
Lost,Frank Ocean,r&b,1998,0.8982,0.5788,0.436,0.2027,0.0,0.0623,103.0,-8.2,180382,82
Heart,Calvin Harris,electronic,2007,0.7834,0.6992,0.0554,0.0656,0.1679,0.021,109.0,-4.7,277846,50
Storm Away Wild,Muse,rock,2024,0.4284,0.6566,0.7844,0.2064,0.2402,0.0,129.2,-4.0,211252,56
Gold Dance,Maluma,latin,2023,0.8408,0.6614,0.3439,0.0,0.0,0.0191,88.6,-7.4,222871,53
Red,Foo Fighters,rock,2003,0.5233,0.9343,0.3177,0.0131,0.0716,0.0477,135.9,-5.1,194699,54
Light Red Fall,Ed Sheeran,pop,1993,0.7168,0.6202,0.414,0.0537,0.0398,0.0,89.4,-7.5,184908,58
Rain Dreams Wild,H.E.R.,r&b,2018,0.5217,0.5369,0.5145,0.4908,0.008,0.137,109.8,-5.6,160862,53
Crystal Break,Ariana Grande,pop,2004,0.4651,0.7463,0.4851,0.167,0.0546,0.0454,132.0,-2.2,189495,60
Gone,Tame Impala,indie,2017,0.351,0.5967,0.1489,0.6741,0.1772,0.042,118.2,-4.8,270340,29
Free,Murray Perahia,classical,2005,0.1496,0.3946,0.1159,0.9134,0.904,0.0152,128.7,-15.8,234869,39
Blue,Beach House,indie,2001,0.5341,0.8447,0.4685,0.2648,0.3309,0.0675,105.9,-6.6,196833,28
Away Glow,Cardi B,hip-hop,1994,0.6626,0.5686,0.7397,0.2321,0.0,0.3596,60.0,-5.5,152199,56
Crystal,Ed Sheeran,pop,2023,0.8029,0.6306,0.7339,0.1958,0.0,0.1054,99.7,-7.6,169824,75
Night,The Strokes,indie,1990,0.4133,0.2105,0.4417,0.1767,0.0,0.0358,117.1,-8.0,170220,29
Home,Lil Nas X,hip-hop,2021,0.7857,0.6646,0.5563,0.1246,0.0,0.1406,159.2,-5.2,261410,56
Love,Max Richter,classical,2015,0.1639,0.2493,0.5469,0.9342,0.7572,0.053,88.4,-11.4,323715,25
Silver,Itzhak Perlman,classical,2006,0.3039,0.358,0.1478,0.7738,0.9963,0.0502,88.6,-23.6,179890,36
Gold,Robert Glasper,jazz,2016,0.3392,0.3028,0.3719,0.4582,0.0666,0.0496,91.9,-8.4,240674,67
Fall Gold,Foo Fighters,rock,2013,0.47,0.7293,0.4537,0.0416,0.0,0.0429,133.7,-7.2,184143,53
Red Shadow Midnight,Kendrick Lamar,hip-hop,2024,0.6525,0.6888,0.4551,0.2188,0.0803,0.2139,120.1,-8.4,219665,59
Wild,Gregory Porter,jazz,2015,0.357,0.4058,0.3513,0.7556,0.2593,0.0112,134.0,-6.2,269446,46
Shine Love,Drake,hip-hop,2012,0.8331,0.79,0.4393,0.1054,0.0015,0.2621,106.9,-9.5,228277,84
Home Silver Neon,Taylor Swift,pop,2011,0.7022,0.7112,0.4383,0.3634,0.0,0.0735,135.7,-11.0,217922,50
Echo Gold Silver,Jhené Aiko,r&b,1993,0.959,0.6351,0.4139,0.3832,0.0154,0.0,110.9,-4.7,253370,58
Fire,Mitski,indie,1998,0.5718,0.5713,0.4477,0.2125,0.0281,0.0535,125.1,-8.5,120000,65
Crystal Dance Gone,Daddy Yankee,latin,1993,0.7007,0.744,0.5277,0.0,0.0621,0.0683,96.5,-6.4,292099,71
Midnight,Khalid,r&b,1996,0.558,0.4431,0.6598,0.3808,0.0,0.1435,110.7,-4.2,273809,25
Light Crystal,Ed Sheeran,pop,2012,0.455,0.8551,0.6736,0.0304,0.0162,0.1219,98.6,-8.3,210837,55
Storm Glow,Usher,r&b,1991,0.737,0.5578,0.3594,0.283,0.0257,0.162,92.3,-7.7,212017,54
Rush,Murray Perahia,classical,2013,0.0378,0.3377,0.1118,0.7889,0.6918,0.052,104.2,-11.9,240108,17
Midnight Blue Lost,The Weeknd,pop,2020,0.8657,0.5605,0.5302,0.3747,0.0,0.1402,140.0,-10.9,120000,60
Fall Rush Crystal,Marshmello,electronic,2020,0.7742,0.7696,0.1756,0.0473,0.0754,0.0565,148.1,-5.5,289693,81
Dreams Away High,Sufjan Stevens,indie,2023,0.7404,0.3888,0.3445,0.4669,0.1033,0.0306,77.8,-8.9,226309,62
Heart Shadow,Rauw Alejandro,latin,2013,0.8485,0.7989,0.6714,0.2933,0.0017,0.0888,70.3,-1.5,187873,85
Dance,Rosalía,latin,2015,0.9497,0.706,0.7562,0.0863,0.0333,0.0653,158.0,-5.8,202356,83
Break Dreams,Rosalía,latin,2005,0.8366,0.836,0.7081,0.3348,0.0111,0.0401,113.6,-4.5,155930,50
Light,Kanye West,hip-hop,2002,0.7251,0.5126,0.3915,0.0,0.0,0.2137,136.6,0.0,251604,47
Pulse,The Killers,rock,2004,0.6586,0.7661,0.5178,0.1359,0.0755,0.0662,137.8,-5.0,120000,65
Break Dreams,Zach Bryan,country,2016,0.5424,0.4788,0.4361,0.6597,0.0194,0.0729,124.4,-9.1,290395,43
Electric Dance,Jason Aldean,country,1993,0.6358,0.5431,0.5156,0.4381,0.0269,0.0749,114.3,-8.2,203418,61
Waves Gold,Herbie Hancock,jazz,2005,0.5586,0.3792,0.6138,0.6259,0.5444,0.0203,119.3,-8.7,179340,48
Dreams Blue Gone,Tame Impala,indie,2019,0.5375,0.7378,0.3298,0.1905,0.1463,0.0593,87.5,-3.5,164156,63
Free Fall Wild,Deadmau5,electronic,2019,0.7362,0.8019,0.4201,0.1281,0.6581,0.0,131.3,-5.0,266707,66
Lost,Tiësto,electronic,1992,0.8053,0.9423,0.5114,0.0,0.3833,0.1787,93.8,-4.3,197194,50
Crystal Dance Echo,Kane Brown,country,2011,0.6742,0.5384,0.5029,0.2769,0.0224,0.06,143.0,-10.1,310519,51
Stay Fall,Usher,r&b,2011,0.8176,0.6521,0.3451,0.3453,0.0564,0.1313,112.9,-5.4,241798,52
Low,Karol G,latin,2001,0.7551,0.5844,0.5359,0.303,0.0,0.1786,116.9,-9.0,232645,60
Electric Low Gold,Miranda Lambert,country,2010,0.8416,0.7911,0.6124,0.3437,0.0166,0.0107,111.4,-11.9,229555,62
Crystal,Bon Iver,indie,1993,0.543,0.5088,0.3161,0.2793,0.0,0.0,152.5,-9.5,132849,42
Crystal Fall Glow,Travis Scott,hip-hop,2020,0.7283,0.7255,0.4605,0.0,0.0272,0.0,115.0,0.0,233994,58
Stars Rain,Kanye West,hip-hop,2020,0.6403,0.4788,0.6037,0.0676,0.0,0.059,67.2,-10.9,214992,29
Away,Justin Bieber,pop,2012,0.5613,0.6106,0.5525,0.5182,0.0586,0.1349,93.3,-5.6,246949,77
Free,Khalid,r&b,2009,0.7345,0.5145,0.9236,0.2038,0.0,0.0711,118.5,-3.4,229177,71
Break Fever Blue,Ed Sheeran,pop,2004,0.532,0.6591,0.6726,0.0777,0.0078,0.054,104.7,-6.3,188137,50
Lost Night Blue,Skrillex,electronic,2012,0.758,0.7068,0.6423,0.0899,0.5289,0.1332,134.3,-2.0,226993,63
Break High Electric,Avicii,electronic,2017,0.6006,0.8881,0.3433,0.0806,0.338,0.0614,136.1,-5.7,258613,77
Stars,Green Day,rock,2005,0.3168,0.8338,0.6973,0.1909,0.0736,0.062,118.5,-3.5,278570,52
Dance,Jhené Aiko,r&b,2010,0.8536,0.7408,0.2484,0.3599,0.0021,0.1083,131.1,-1.7,243807,63
Neon,Justin Bieber,pop,2004,0.7043,0.6483,0.5626,0.3652,0.0476,0.1255,112.5,-7.3,145768,61
Free,Justin Bieber,pop,2006,0.6067,0.434,0.8441,0.352,0.0,0.1167,145.4,-6.5,216706,49
Break,John Coltrane,jazz,2002,0.4108,0.0852,0.5765,0.4859,0.169,0.1204,143.3,-5.2,179534,42
Break Electric,Kanye West,hip-hop,2008,0.8759,0.4442,0.4013,0.0675,0.0089,0.1891,116.0,-10.7,217784,61
Fever,Taylor Swift,pop,2019,0.8693,0.7413,0.8714,0.0716,0.0092,0.051,109.1,-5.9,219178,81
Rush Shadow Red,Calvin Harris,electronic,2007,0.6089,0.659,0.0607,0.0,0.0,0.0518,126.0,-2.4,254418,41
Red Echo Rush,Chris Stapleton,country,2003,0.5414,0.4707,0.6282,0.2893,0.0122,0.0047,134.0,-6.7,164914,52
Storm,Coldplay,rock,2009,0.5167,0.7455,0.7822,0.0975,0.0569,0.0551,101.8,-5.4,202052,76
Light,Jhené Aiko,r&b,2008,0.7004,0.6761,0.7323,0.4906,0.0,0.0752,133.4,-5.8,207775,65
Break,The Weeknd,pop,1996,0.8797,0.6484,0.6997,0.3083,0.0597,0.0487,117.8,-6.5,234209,74
Love Light Pulse,Dua Lipa,pop,1993,0.6726,0.9202,0.4826,0.0358,0.068,0.1102,143.1,-3.8,283956,51
Away Light Red,Tiësto,electronic,2023,0.8486,0.782,0.5496,0.0345,0.4357,0.1863,110.9,-6.6,169466,99
Silver Found Stay,Calvin Harris,electronic,1991,0.5967,0.7986,0.4682,0.1131,0.2476,0.1464,109.9,-4.6,197975,34
Gold,H.E.R.,r&b,1994,0.9101,0.5306,0.3061,0.2513,0.1129,0.0058,100.6,-10.5,215614,37
Rain Lost,Karol G,latin,1999,0.8095,0.8374,0.6529,0.1234,0.0,0.0,114.3,-3.5,172541,76
Dreams,Max Richter,classical,2021,0.2868,0.4791,0.43,0.8792,0.8338,0.0766,139.1,-8.8,164664,17
Dreams,Avicii,electronic,2002,0.6809,0.9702,0.5647,0.0282,0.6259,0.0841,152.6,-5.2,196866,75
Shadow Electric Night,Travis Scott,hip-hop,1994,0.6903,0.7826,0.3946,0.0993,0.0298,0.0812,87.9,-5.5,197391,43
Fire,Kacey Musgraves,country,1999,0.6582,0.3531,0.7363,0.6288,0.0567,0.0174,109.9,-6.9,209043,56
Heart,Coldplay,rock,1999,0.6123,0.7096,0.4148,0.2436,0.0269,0.0367,142.4,-2.7,211726,70
Love Shine Stars,Kanye West,hip-hop,2016,0.8357,0.8638,0.6996,0.0567,0.0134,0.0848,123.7,-9.7,240842,65
Break Found Sunset,Adele,pop,2010,0.6887,0.8546,0.5413,0.0925,0.032,0.0457,139.6,-4.7,171252,49
Rain Fall,The Weeknd,pop,1997,0.6281,0.7128,0.7783,0.3405,0.0566,0.116,124.0,-9.1,216744,62
Stay Storm Rise,Yuja Wang,classical,1990,0.0676,0.1962,0.3058,0.9268,0.7002,0.0583,65.4,-20.0,198714,34
Rush,Robert Glasper,jazz,2017,0.2109,0.4054,0.183,0.8227,0.3812,0.0432,105.1,-10.6,210372,22
Fall,Daddy Yankee,latin,2003,0.6584,0.6386,0.4373,0.1066,0.0,0.0504,100.9,-4.5,267104,57
Night Blue,Kanye West,hip-hop,2010,0.765,0.5111,0.7658,0.0793,0.0079,0.1264,84.2,-7.1,278428,50
Heart Waves,Ariana Grande,pop,2019,0.4697,0.676,0.3253,0.231,0.0,0.0945,137.5,-2.0,120000,43
Midnight,Ariana Grande,pop,2010,0.6499,0.8115,0.83,0.1526,0.0,0.1407,112.8,-7.2,192009,57
Sunset Stay,Coldplay,rock,1998,0.5033,0.6405,0.6144,0.3494,0.0053,0.0636,128.1,-3.9,189346,55
Lost,Martin Garrix,electronic,2006,0.7924,0.9194,0.2883,0.029,0.0968,0.1759,120.5,-6.9,180887,59
Home Fever Shine,Rosalía,latin,1994,0.8811,0.6248,0.7899,0.0264,0.0,0.1046,127.7,-4.5,186277,76
Gold Midnight Gone,Rosalía,latin,2020,0.7509,0.7473,0.3435,0.0555,0.0,0.1263,85.0,-1.5,226021,77
Rise Dreams,Foo Fighters,rock,2008,0.6243,0.6575,0.6074,0.2582,0.0044,0.0734,122.2,-6.2,201159,58
Silver,André Rieu,classical,2022,0.3047,0.2249,0.6418,0.9474,0.9402,0.0571,92.8,-17.1,155377,20
Shine Silver Rise,Maluma,latin,2002,0.69,0.677,0.7374,0.0642,0.0303,0.135,105.5,-9.7,197830,54
Break Echo,Usher,r&b,2003,0.4663,0.6074,0.4286,0.0,0.0158,0.1047,106.6,-6.2,188859,47
Dreams Away,Usher,r&b,2022,0.668,0.7866,0.4721,0.4049,0.0085,0.1112,105.9,-5.6,159034,64
Wild Rush,J. Cole,hip-hop,2018,0.5399,0.7066,0.4084,0.1064,0.0352,0.2104,89.5,-5.0,190899,54
Night,Coldplay,rock,1999,0.4527,0.7259,0.4582,0.4494,0.0968,0.0395,119.2,-3.9,201622,42
Pulse Sunset,Cardi B,hip-hop,2020,0.9263,0.782,0.6241,0.2685,0.0142,0.1518,111.8,-2.2,169748,92
Wild Neon,Luke Bryan,country,1995,0.3987,0.6228,0.7253,0.5104,0.0368,0.0475,129.2,-5.6,166362,41
Crystal Storm,Harry Styles,pop,1990,0.6569,0.6704,0.6543,0.0694,0.0242,0.02,119.5,-6.3,173807,54
Fever High Shadow,The Weeknd,pop,1996,0.7347,0.8704,0.5351,0.3214,0.0233,0.0818,115.4,-5.8,227478,52
Lost Echo Rain,Dua Lipa,pop,2016,0.6662,0.7158,0.6624,0.5962,0.0569,0.0619,139.9,-8.6,184518,68
Heart Rain,Harry Styles,pop,2010,0.6845,0.6951,0.6763,0.0604,0.06,0.0872,144.9,-6.3,216412,66
Neon Stars,Norah Jones,jazz,2017,0.3343,0.2628,0.6497,0.7186,0.0,0.1066,171.8,-15.1,262994,38
Silver,Luis Fonsi,latin,2005,0.9832,0.5914,0.6482,0.0572,0.0319,0.0,92.2,-1.8,210419,58
Sunset Dance Blue,David Guetta,electronic,2012,0.9541,0.7255,0.1641,0.0566,0.8521,0.0,125.9,-4.0,211514,69
Neon,Olivia Rodrigo,pop,2009,0.321,0.7466,0.5143,0.0,0.0,0.1288,104.8,-8.3,208396,43
Waves Storm,Tiësto,electronic,2014,0.5949,0.7767,0.2796,0.0,0.0352,0.0712,111.9,-7.2,201929,46
Midnight,Skrillex,electronic,2017,0.8103,0.8141,0.6881,0.0178,0.2699,0.084,125.7,-5.5,242651,63
Rain Rush Glow,Justin Bieber,pop,1994,0.7464,0.5025,0.7695,0.0643,0.0,0.0924,99.3,-7.8,225929,26
Gone Fall,Megan Thee Stallion,hip-hop,2010,0.7828,0.6975,0.2639,0.0156,0.0288,0.1211,92.6,-3.6,162753,63
Shadow,Megan Thee Stallion,hip-hop,2007,0.8364,0.4952,0.308,0.0,0.007,0.3575,134.9,-5.5,196761,64
Fire,Alicia Keys,r&b,1995,0.7958,0.6687,0.3987,0.4125,0.0148,0.0624,144.4,-5.4,134319,50
Electric,Summer Walker,r&b,2018,0.5507,0.6495,0.5038,0.3491,0.0487,0.023,126.2,-8.4,259314,60
Shadow Stay Fall,The Weeknd,pop,2008,0.808,0.6782,0.5586,0.1577,0.0118,0.0985,128.0,-7.6,175526,55
Home,Kanye West,hip-hop,2022,0.7749,0.5741,0.4367,0.2544,0.0297,0.2348,60.7,-5.7,179603,51
Light Storm Fire,SZA,r&b,1990,0.7878,0.5811,0.4762,0.1185,0.0,0.0513,123.0,-4.0,196045,40
Glow,Martin Garrix,electronic,1992,0.525,0.8029,0.3937,0.0106,0.259,0.0856,116.8,-4.9,164111,46
Stars Neon Away,Diana Krall,jazz,2010,0.4619,0.462,0.9322,1.0,0.0902,0.0,132.9,-9.4,257746,49
Away Shadow Light,J Balvin,latin,2024,0.9244,0.8106,0.8132,0.3889,0.011,0.0601,85.4,-5.5,151112,82
Wild Free,Dua Lipa,pop,1992,0.6218,0.8134,0.4,0.1043,0.0824,0.0827,123.1,-4.1,186427,51
Red Fever Blue,Billie Eilish,pop,2014,0.4788,0.8271,0.459,0.5923,0.0,0.0662,100.4,-5.6,245867,32
Waves Home,Daniel Caesar,r&b,2009,0.9271,0.4217,0.7401,0.4011,0.0488,0.0546,148.1,-8.7,238828,61
Fever Waves,Ariana Grande,pop,2023,0.7147,0.795,0.508,0.2847,0.0151,0.0338,113.5,-2.4,260954,55
Love Pulse,SZA,r&b,2010,0.6629,0.4966,0.395,0.367,0.0,0.0885,94.6,-7.3,205040,61
High Fever Neon,Tame Impala,indie,2012,0.6525,0.6754,0.2073,0.4984,0.1745,0.0,156.7,-9.1,254800,47
Pulse Midnight,Alicia Keys,r&b,1995,0.7214,0.5929,0.136,0.5048,0.0,0.1622,108.5,-11.0,206124,25
Light Dance Blue,Kendrick Lamar,hip-hop,2002,0.8433,0.2677,0.8442,0.0408,0.0,0.1329,96.1,-2.2,234472,50
Stars,Summer Walker,r&b,2012,0.8272,0.5811,0.8492,0.0574,0.0239,0.1108,122.4,-9.0,285800,68
Waves Gone Fall,Avicii,electronic,1998,0.6036,0.6886,0.6578,0.0668,0.3181,0.0448,140.5,-5.5,219073,41
Rise Wild,Calvin Harris,electronic,2006,0.7087,0.9221,0.4103,0.0567,0.306,0.088,124.1,-7.8,208393,64
Low Dance Wild,Fleet Foxes,indie,1991,0.3241,0.6069,0.4977,0.301,0.0,0.0471,86.8,-3.3,282153,38
High Fall Dreams,Travis Scott,hip-hop,2008,0.8055,0.537,0.3151,0.1841,0.0071,0.2028,72.9,-8.3,283377,48
Break Dance Low,Lang Lang,classical,2008,0.3519,0.3094,0.4496,0.9011,1.0,0.0513,60.0,-13.8,245278,29
Neon Home Heart,Sufjan Stevens,indie,1996,0.549,0.1035,0.6057,0.0651,0.0,0.0,125.9,-3.6,203896,45
Silver Midnight,The Killers,rock,2009,0.4336,0.734,0.3376,0.0121,0.0371,0.0443,137.0,-6.0,300491,40
Home Fall Wild,Justin Bieber,pop,1998,0.5371,0.7751,0.5405,0.1814,0.0397,0.0608,119.9,-3.2,175036,55
Rush Rise,Olivia Rodrigo,pop,2006,0.5954,0.7293,0.4105,0.5221,0.0122,0.125,98.3,-4.2,177725,34
High,Adele,pop,2016,0.7572,0.714,0.571,0.2125,0.0,0.1604,101.4,-3.8,199867,58
Heart,Ed Sheeran,pop,1991,0.7884,0.5887,0.4625,0.1534,0.0,0.0883,103.3,-3.6,214014,69
Dance,Maluma,latin,2008,0.8499,0.9894,0.8226,0.2015,0.0,0.061,83.4,-5.5,251673,74
Wild Night,Olivia Rodrigo,pop,2006,0.542,0.7506,0.52,0.2094,0.0703,0.1378,144.7,-8.0,164021,60
Light Rush Fire,Lil Nas X,hip-hop,1994,0.8133,0.6776,0.2925,0.141,0.0056,0.1609,81.4,-9.8,184474,59
Neon Electric Shadow,Norah Jones,jazz,2007,0.7621,0.3689,0.5307,0.6153,0.0,0.0377,148.3,-12.4,269323,59
Rise Pulse,Justin Bieber,pop,1996,0.562,0.6129,0.7637,0.0329,0.0268,0.0736,136.8,-4.5,215455,46
Stars,Jason Aldean,country,2006,0.6188,0.581,0.8079,0.5606,0.0324,0.0635,124.2,-10.1,194424,48
Low,Imagine Dragons,rock,1993,0.587,0.7692,0.8226,0.0609,0.1032,0.0099,170.9,-3.4,167705,62
Blue Neon,Dua Lipa,pop,2014,0.5765,0.715,0.6216,0.3132,0.0114,0.1306,125.7,-10.1,292645,47
Shadow Love Found,Rosalía,latin,1994,0.9017,0.5373,0.5872,0.1699,0.0,0.0357,97.1,-2.6,178192,47
Home,Daniel Caesar,r&b,2019,0.9374,0.469,0.1384,0.4119,0.0,0.1777,121.8,-9.6,240176,54
Found Love Rain,Mac DeMarco,indie,2001,0.4083,0.4978,0.2738,0.6586,0.0442,0.0558,121.3,-7.7,193322,29
Echo,Shakira,latin,1993,0.6028,0.6956,0.6053,0.3172,0.0,0.0357,116.8,-10.2,269916,33
Shadow Dreams,Kacey Musgraves,country,2013,0.4782,0.5622,0.7408,0.3638,0.0243,0.0671,138.3,-6.8,157643,51
Dreams,Muse,rock,2018,0.5067,0.725,0.6781,0.2526,0.0,0.0439,89.7,-3.3,210183,68
Gold Break Sunset,Dua Lipa,pop,1998,0.5454,0.7649,0.0884,0.0,0.115,0.0468,144.4,-6.2,184729,54
Away Silver Storm,Kane Brown,country,1993,0.6468,0.585,0.5138,0.6748,0.0245,0.0598,104.4,-4.6,213703,32
Waves,Carrie Underwood,country,2013,0.4103,0.5317,0.6591,0.6425,0.0,0.0,111.0,-4.5,138724,32
Shine,Lang Lang,classical,2003,0.3983,0.0385,0.1469,0.8422,1.0,0.0281,120.7,-17.6,258395,36
Low,J. Cole,hip-hop,1994,0.7398,0.6692,0.7098,0.0,0.0121,0.2969,84.3,-7.9,265090,54
Stay Low,Cardi B,hip-hop,2007,0.7426,0.5449,0.2492,0.2208,0.0,0.1426,110.6,-6.1,221914,31
Heart Echo,Kacey Musgraves,country,2008,0.5504,0.489,0.5629,0.4104,0.0003,0.068,100.7,-8.2,195222,62
Break,Post Malone,hip-hop,2001,0.7017,0.6265,0.3584,0.26,0.0079,0.2398,90.5,-3.9,244776,32
Stars Glow,Tame Impala,indie,2007,0.5141,0.3491,0.1564,0.0,0.0793,0.0237,116.0,-7.5,295423,49
Gone Break,John Coltrane,jazz,2006,0.5685,0.3224,0.3377,0.4543,0.3852,0.0714,101.3,-4.6,211543,41
Shine,Lil Nas X,hip-hop,2019,0.7637,0.8616,0.495,0.1799,0.0122,0.3834,101.6,-4.5,177649,55
Sunset Home,Kacey Musgraves,country,2013,0.6111,0.7958,0.5476,0.3193,0.0186,0.0,132.8,-9.2,285415,69
Gold Red Rise,Morgan Wallen,country,2000,0.621,0.4673,0.854,0.3092,0.0,0.0583,148.9,-6.0,266719,72
Waves,Billie Eilish,pop,2024,0.4848,0.5562,0.8922,0.1982,0.0038,0.1481,140.4,-3.7,184354,59
Gold,Mitski,indie,2012,0.8363,0.5094,0.2287,0.6947,0.3196,0.0067,146.7,-13.5,339167,73
Home Dreams Gold,Martin Garrix,electronic,2006,0.6804,1.0,0.621,0.0406,0.5195,0.0084,131.8,-6.9,134013,76
Storm Shine,Chet Baker,jazz,1990,0.6419,0.3514,0.2921,0.7225,0.6816,0.062,133.9,-9.8,223255,27
Shine Night Blue,Post Malone,hip-hop,2004,0.7144,0.6598,0.5347,0.0827,0.0,0.2244,163.4,-3.5,298118,69
Fall Electric Midnight,Phoebe Bridgers,indie,2021,0.1601,0.5199,0.3598,0.2457,0.281,0.0665,174.2,-6.4,234863,45
Light Low Dreams,Cardi B,hip-hop,1998,0.85,0.6144,0.2352,0.2631,0.0153,0.2221,121.3,-9.1,209690,62
Dreams Red,The Weeknd,pop,2004,0.7974,0.5366,0.5634,0.1436,0.0486,0.0191,125.7,-7.6,220036,59
Free,Tame Impala,indie,2017,0.7711,0.6362,0.1495,0.5117,0.4252,0.0277,127.2,-6.6,219162,64
High Echo Heart,Olivia Rodrigo,pop,2013,0.5869,0.4774,0.7608,0.3165,0.0,0.0318,101.1,-4.2,209302,52
Stay,Kanye West,hip-hop,2024,0.786,0.5121,0.5911,0.1369,0.0127,0.2189,99.1,0.0,231080,68
Rush Shine,Murray Perahia,classical,2011,0.2554,0.2325,0.1413,0.8813,0.6481,0.0504,137.8,-9.9,178389,0
Gone Red Gold,Ludovico Einaudi,classical,2016,0.2948,0.412,0.1561,0.8388,0.8907,0.0595,63.1,-16.6,156103,38
Dance,SZA,r&b,2008,0.765,0.6636,0.7146,0.0,0.052,0.0913,103.2,-4.9,253230,41
Blue,Jhené Aiko,r&b,2001,0.6476,0.3043,0.5943,0.199,0.0508,0.0883,95.8,-7.1,265888,69
Rise Gone Free,Kendrick Lamar,hip-hop,2009,0.8213,0.7467,0.3734,0.0675,0.0013,0.1593,60.0,-6.5,290276,52
Dreams Low Wild,Red Hot Chili Peppers,rock,1990,0.4534,0.72,0.4187,0.1546,0.1502,0.085,135.8,-7.9,134039,46
Neon Away,Cardi B,hip-hop,2010,0.6839,0.8016,0.4232,0.243,0.0,0.2031,110.7,-4.8,194186,64
Dance Shadow Night,Bad Bunny,latin,1990,0.9722,0.7221,0.369,0.1406,0.0219,0.1124,109.3,-7.5,160725,50
Silver Found Lost,Luke Combs,country,1999,0.4991,0.5631,0.5273,0.5116,0.0,0.0407,124.4,-6.0,220028,49
Love,Kane Brown,country,2021,0.5723,0.3942,0.8206,0.5827,0.0372,0.0242,123.7,-4.9,204113,48
Found,Kacey Musgraves,country,2011,0.4988,0.6436,0.6825,0.5178,0.0179,0.0574,120.8,-9.6,126675,46
Pulse,Billie Eilish,pop,2007,0.5663,0.6504,0.7024,0.0,0.0204,0.1453,113.2,-7.1,265927,41
Blue,Martin Garrix,electronic,2021,0.7453,0.8365,0.4649,0.0565,0.1915,0.0588,118.2,-4.8,131075,73
Midnight,Dua Lipa,pop,2016,0.6735,0.4509,0.9745,0.1987,0.0077,0.0771,110.9,-8.0,237654,62
Love High Waves,Avicii,electronic,2017,0.7007,0.7582,0.5501,0.0416,0.6074,0.0494,119.4,-5.0,253410,69
Heart Break Dreams,Cardi B,hip-hop,2007,0.8512,0.5592,0.269,0.1162,0.0034,0.2586,78.1,-3.4,270912,57
Found Wild Break,Tame Impala,indie,2018,0.6696,0.6193,0.623,0.4173,0.0,0.034,110.6,-4.5,267573,70
Stay,Post Malone,hip-hop,2007,0.6551,0.4136,0.5117,0.2096,0.0,0.2058,126.1,-6.0,137518,56
Low Lost Fall,Justin Bieber,pop,1997,0.7022,0.766,0.7104,0.2522,0.0251,0.1727,90.6,-1.8,196958,64
Rush,Olivia Rodrigo,pop,2020,0.6536,0.6377,0.7091,0.1117,0.0,0.0734,134.7,-9.4,164332,55
Rain Heart Break,Luke Bryan,country,2023,0.7008,0.4053,0.723,0.0761,0.0102,0.0665,69.1,-8.3,216899,60
Dreams Silver Stay,H.E.R.,r&b,1996,0.807,0.6032,0.2175,0.1747,0.0901,0.1215,130.0,-7.5,185702,51
Midnight Love,Olivia Rodrigo,pop,2007,0.6266,0.4656,0.5279,0.4534,0.0013,0.0657,129.9,-3.5,253027,49
Electric Low Break,Taylor Swift,pop,1998,0.57,0.5278,0.5443,0.101,0.0229,0.1654,116.1,-7.9,197749,50
